"","X4","X16","X20","X28","X40","X48"
"Otu217",0.000879933125082494,0.00050310246520208,0.00120501952962686,0.00102902714059083,0.000974227260650075,0.00150357607282185
"Otu203",0.00207249674902471,0.00325575256280523,0.00301861479121248,0.00174520069808028,0.00192942588860781,0.00208130369320698
"Otu678",0.00119564254716146,0.00154421326397919,0.00140789300013199,0.00104813013583767,0.00078949555389346,0.00132916005659649
"Otu7141",0.00102902714059083,0.000442830573022761,0.00105656697009103,0.00105591975009899,0.000586952876069093,0.00095570514418682
"Otu121",0.004155239757334,0.00265832011319299,0.00349836152687982,0.00207249674902471,0.00281578600026398,0.0025155123260104
"Otu146",0.00109005534127117,0.0010388099393335,0.00154354071088625,0.00115135948985918,0.000975292587776333,0.00189185621892736
"Otu103",0.000967926437590743,0.000419252054335066,0.0008310479514668,0.0015006645800283,0.000885661146045523,0.00109720416124837
"Otu139",0.00377925877763329,0.00211183950019798,0.00427637095421768,0.00760408875592122,0.00660292415212451,0.00332122929767071
"Otu1915",0.000929944203347799,0.000609557867360208,0.000615953187557746,0.00243166191514338,0.00224382946896036,0.000471637439437465
"Otu859",0.000343009046863611,4.42830573022761e-05,0.000325097529258778,0.000923929781336618,0.000545027670635586,0.00033241918058672
"Otu281",0.00070639075874678,0.00107190327144878,0.000309981401115933,0.000609557867360208,0.000527959875049496,0.00050310246520208
"Otu1121",0,0.00012465719272002,0.000128628392573854,0.000221415286511381,0.000203185955786736,0.000263979937524748
"Otu351",0.000395969906287122,0.00012577561630052,0.0004155239757334,0.000385885177721562,0.000221415286511381,0.000365734720416125
"Otu20",0.00658322496749025,0.00655550178186458,0.00784001341606574,0.0600847668910496,0.0373451099772757,0.00628819413692321
"Otu6881",0.0038969090426003,0.00556729518855657,0.00365172246909235,0.00322824081838001,0.0043630017452007,0.00330146207606226
"Otu171",0.0015006645800283,0.00128420866176601,0.00170676202860858,0.00118790971886137,0.00129968136843871,0.00141278151749356
"Otu453",0.00108036233690684,0.000343009046863611,0.00106279337525463,0.00109720416124837,0.000791939812574244,0.0012577561630052
"Otu514",0.000545027670635586,0.00070639075874678,0.000471637439437465,0.000531396687627314,0.000853381014304291,0.000175986625016499
"Otu387",0.00246381275023098,0.000922354519537146,0.00224382946896036,0.00218668267375552,0.00212558675050926,0.00142230169050715
"Otu1050",0.00073146944083225,0.000395969906287122,0.000586952876069093,0.00029086678301338,0.000343009046863611,0.000487113630325038
"Otu1403",0.000619962802231866,4.06371911573472e-05,0.000439966562541247,0.000419252054335066,0.00037397157816006,0.000171504523431806
"Otu138",0.00145778844917035,0.00154990700557967,0.0013816644993498,0.00123190637511549,0.0012577561630052,0.00091415274661348
"Otu720",0.00029086678301338,0.000171504523431806,0.000354264458418209,0.000690832249674902,0.00123190637511549,0.000461177259768573
"Otu5719",0.00117390575213819,0.00170364830050694,0.00192942588860781,0.00212558675050926,0.00235695708712614,0.00241981609397686
"Otu82",0.00233182278146861,0.00180278383364078,0.00274245823984044,0.0101616430133345,0.0138163138783102,0.00199122236671001
"Otu339",0.00101592977893368,0.00074794315632012,0.00159315780647325,0.00157899110778692,0.00145778844917035,0.000885661146045523
"Otu7201",0.000221415286511381,8.12743823146944e-05,0.000219983281270623,0.000167700821734027,0.0002077619878667,0.000171504523431806
"Otu280",0.00252969172061913,0.00363121069878664,0.00219440832249675,0.00237581943772273,0.00222203588797585,0.00220227707138702
"Otu570",0.00016620959029336,0,0.000177132229209105,0.000325097529258778,0.00065994984381187,0.00025155123260104
"Otu65",0.00171893342277377,0.00162054350536026,0.0015864168417442,0.00137277477637056,0.00113784135240572,0.00180386290641911
"Otu298",0.00140789300013199,0.000335401643468053,0.00132967672234688,0.00102902714059083,0.00132849171906828,0.00125975292587776
"Otu221",0.00150357607282185,0.000879933125082494,0.00184470903907429,0.00511094490152082,0.00270119624405094,0.00141705783367284
"Otu1049",0,4.06371911573472e-05,0.000263979937524748,8.38504108670133e-05,0.00012465719272002,8.57522617159028e-05
"Otu18",0.0076748274235733,0.00478257018864582,0.00954973992197659,0.00884332790707906,0.00469562300855274,0.00880910828554808
"Otu510",0,4.28761308579514e-05,0.000221415286511381,0.00028446033810143,0.000131989968762374,0.00012577561630052
"Otu837",0.000167700821734027,0.00012465719272002,0.000171504523431806,0.000132849171906828,0,8.79933125082494e-05
"Otu964",4.39966562541247e-05,4.19252054335066e-05,0.00016620959029336,8.57522617159028e-05,4.42830573022761e-05,0.000162548764629389
"Otu57",0.00463263979193758,0.00404769237537947,0.0050310246520208,0.00390592537189396,0.00411610856236333,0.00597821273580728
"Otu205",0.00168275617748649,0.00073146944083225,0.00127590303136962,0.00197048465537481,0.00232693426410704,0.0015006645800283
"Otu408",0.000728894224585173,0.000929944203347799,0.000568920676202861,0.000703946500065995,0.000586952876069093,0.00058173356602676
"Otu889",0.00012465719272002,0,0.000132849171906828,8.12743823146944e-05,4.39966562541247e-05,8.38504108670133e-05
"Otu192",0.00293476438034546,0.0018698578908003,0.0030013291600566,0.00584536356390045,0.00516092327698309,0.00255180606273923
"Otu676",0.00114391306260724,0.000880429314103639,0.0006232859636001,0.000600265832011319,0.000531396687627314,0.000934655396618986
"Otu649",0.000690832249674902,0.000307976593778873,0.000545027670635586,0.00108036233690684,0.00128628392573854,0.000797095031440971
"Otu315",0.000708528916836418,0.000568920676202861,0.000571956531303621,8.38504108670133e-05,0.0010388099393335,0.000643141962869271
"Otu330",0.000471637439437465,0.000221415286511381,0.000365734720416125,0.000131989968762374,0.000167700821734027,0.00024931438544004
"Otu1136",0.0006232859636001,0.000385885177721562,0.000265698343813657,0.00073146944083225,0.000615953187557746,0.000167700821734027
"Otu382",0.000712728492369613,0.0004155239757334,0.000471637439437465,0.00101851031795235,0.000528283485045514,0.000571956531303621
"Otu6454",8.79933125082494e-05,0,0.00012465719272002,0.000128628392573854,4.42830573022761e-05,8.12743823146944e-05
"Otu383",0.000934655396618986,0.00074794315632012,0.000796578903236626,0.00216072467381368,0.00227243493547142,0.000664245859534142
"Otu177",0.000664245859534142,0.000162548764629389,0.00127590303136962,0.00100620493040416,0.00153743871021358,0.000900398748016979
"Otu521",0.000471637439437465,0.000221415286511381,0.000853381014304291,0.000703946500065995,0.000545027670635586,0.00066483836117344
"Otu727",0.00074794315632012,0.000428761308579514,0.000398547515720485,0.00142230169050715,0.00118790971886137,0.000586952876069093
"Otu487",0.000880429314103639,0.0002077619878667,0.000986151009732882,0.00132849171906828,0.000568920676202861,0.00109991640635312
"Otu6046",0.00202384618768974,0.00171893342277377,0.00182830549322696,0.00403035630064743,0.00309981401115933,0.00170676202860858
"Otu689",0.00101592977893368,0.000835936468828369,0.00134160657387221,0.00058173356602676,0.00094327487887493,0.00106279337525463
"Otu610",0.00106279337525463,0.000568920676202861,0.00065994984381187,0.000167700821734027,0.00070639075874678,0.00111477940230674
"Otu250",0.00102902714059083,0.000265698343813657,0.000690832249674902,0.00101192309384487,0.00113198054670468,0.0010388099393335
"Otu930",4.155239757334e-05,4.28761308579514e-05,4.42830573022761e-05,0.000528283485045514,0.000571956531303621,4.19252054335066e-05
"Otu438",0.0019285594499413,0.00137122911992022,0.00180079749603396,0.0038969090426003,0.00264141742522757,0.00202384618768974
"Otu153",0.000571956531303621,0.00050310246520208,0.00049862877088008,0.000214380654289757,0.000354264458418209,0.000609557867360208
"Otu652",8.12743823146944e-05,0.000395969906287122,0.000167700821734027,8.310479514668e-05,8.57522617159028e-05,0.000177132229209105
"Otu3038",0.000132849171906828,4.06371911573472e-05,0.000219983281270623,0.000209626027167533,0.00033241918058672,0.000171504523431806
"Otu348",0.00124340779488059,0.00163847312018422,0.00130039011703511,0.00105591975009899,0.0012577561630052,0.0012465719272002
"Otu183",0.00066483836117344,0.000857522617159028,0.000752811974138695,0.000609557867360208,0.000703946500065995,0.000922354519537146
"Otu269",0.00159315780647325,0.00108036233690684,0.00154354071088625,0.00101851031795235,0.000853381014304291,0.00162787628140261
"Otu1291",4.39966562541247e-05,8.38504108670133e-05,4.155239757334e-05,4.28761308579514e-05,4.42830573022761e-05,0
"Otu127",0.00105656697009103,0.00171586959391086,0.0018866342445078,0.00149588631264024,0.00107190327144878,0.00163847312018422
"Otu672",0.000177132229209105,8.12743823146944e-05,0.000351973250032998,0.00050310246520208,0.0002077619878667,0.000343009046863611
"Otu1019",0.00278694850576684,0.00416260738641396,0.0036167100130039,0.00378371243785472,0.00389904410531612,0.00336574420344054
"Otu415",0.00033241918058672,0.000385885177721562,0.000309981401115933,0.000894018205461638,0.000571956531303621,0.00037732684890156
"Otu363",0.000922354519537146,0.0002077619878667,0.000428761308579514,0.00146134089097511,0.000934655396618986,0.000571956531303621
"Otu2370",4.39966562541247e-05,4.19252054335066e-05,0.00012465719272002,8.57522617159028e-05,4.42830573022761e-05,0.000121911573472042
"Otu1361",0.000203185955786736,4.39966562541247e-05,0.00050310246520208,0.00033241918058672,0.000171504523431806,0.000309981401115933
"Otu1308",4.42830573022761e-05,0.000243823146944083,0.000175986625016499,0.00025155123260104,0.0002077619878667,0.000257256785147708
"Otu1422",0.000257256785147708,0,0.000162548764629389,0.000351973250032998,0.00012577561630052,0.00033241918058672
"Otu1707",0.00078949555389346,0.00102902714059083,0.00146134089097511,0.00170676202860858,0.00184785956267324,0.00104813013583767
"Otu100",0.00423444574878417,0.00195296268594698,0.00347296659949406,0.00473828713134355,0.00390117035110533,0.00426767565665009
"Otu2617",0.00114391306260724,0.00167700821734026,0.00108036233690684,0.00107190327144878,0.00119564254716146,0.000934655396618986
"Otu2236",4.06371911573472e-05,4.39966562541247e-05,8.38504108670133e-05,0,4.28761308579514e-05,4.42830573022761e-05
"Otu241",0.000487113630325038,0.00028446033810143,0.000351973250032998,0.00050310246520208,0.00037397157816006,0.000428761308579514
"Otu58",0.0030013291600566,0.00380834292799575,0.00296651495448635,0.0030357692815346,0.00373134328358209,0.00403058256461398
"Otu7049",0.00012465719272002,0,0.000132849171906828,8.12743823146944e-05,0.000131989968762374,4.19252054335066e-05
"Otu88",0.0044440717759517,0.00099725754176016,0.00137203618745444,0.00677530776724825,0.00642067620286086,0.00699546834440583
"Otu131",0.00624752518808571,0.00515680026832131,0.00527715449181418,0.00364447112292587,0.00323266318306616,0.00556729518855657
"Otu523",0.000325097529258778,0.000307976593778873,0.000293476438034546,0.00024931438544004,0.000343009046863611,0.000708528916836418
"Otu110",0.00518111770436631,0.00337288686605982,0.00602754190681508,0.00322824081838001,0.00369816338402726,0.00445911760922694
"Otu713",0.000643141962869271,0.000221415286511381,0.000406371911573472,0,0.00025155123260104,0.00037397157816006
"Otu1481",0.00029086678301338,0.000128628392573854,4.42830573022761e-05,0.00028446033810143,0.000307976593778873,0.00012577561630052
"Otu635",0.00025155123260104,0.0002077619878667,0.000128628392573854,0.000132849171906828,0.000162548764629389,0.000263979937524748
"Otu948",0.000175986625016499,0,0.00012465719272002,0.000171504523431806,0.000177132229209105,0.000203185955786736
"Otu361",0.000568920676202861,0.000527959875049496,0.000461177259768573,0.00033241918058672,0.000900398748016979,0.000309981401115933
"Otu2037",0.00181560534939332,0.002925877763329,0.00237581943772273,0.00163508301190676,0.00162054350536026,0.00244393945890323
"Otu359",0.000214380654289757,0.000354264458418209,0.000162548764629389,0.00065994984381187,0.000461177259768573,0.00054018116845342
"Otu1228",4.155239757334e-05,0,0.000132849171906828,4.06371911573472e-05,8.79933125082494e-05,8.38504108670133e-05
"Otu736",8.38504108670133e-05,0.00029086678301338,8.57522617159028e-05,0.000132849171906828,0.000121911573472042,8.79933125082494e-05
"Otu74",0.0032117559065511,0.00167700821734026,0.00315798221557384,0.00381597564635767,0.00327694624036843,0.00321033810143043
"Otu356",0.000894018205461638,0.000791939812574244,0.00197048465537481,0.00257624864954708,0.00227243493547142,0.00159419006288194
"Otu2342",0.000221415286511381,0,8.79933125082494e-05,0.00012577561630052,4.155239757334e-05,8.57522617159028e-05
"Otu469",0,4.42830573022761e-05,0.000243823146944083,0.000131989968762374,0.000293476438034546,0.00024931438544004
"Otu974",0.00016620959029336,4.28761308579514e-05,0.000177132229209105,0.00028446033810143,8.79933125082494e-05,0
"Otu921",0.000880429314103639,0.00070639075874678,0.000643141962869271,0.000752811974138695,0.000650195058517555,0.000703946500065995
"Otu1555",0.000131989968762374,4.19252054335066e-05,4.155239757334e-05,4.28761308579514e-05,8.85661146045523e-05,8.12743823146944e-05
"Otu24",0.00516092327698309,0.00413568568788772,0.00549220191178937,0.00739632676805452,0.00643141962869271,0.004649721016739
"Otu1167",4.42830573022761e-05,0,8.79933125082494e-05,4.19252054335066e-05,0.0002077619878667,8.57522617159028e-05
"Otu1233",0.000214380654289757,0.000309981401115933,0.000121911573472042,0.000263979937524748,4.19252054335066e-05,0
"Otu338",0.00112191473448018,0.00137203618745444,0.00123992560446373,0.00105656697009103,0.00105591975009899,0.00113198054670468
"Otu539",0.000461177259768573,0.0002077619878667,0.000257256785147708,0.000797095031440971,0.000487646293888166,0.000263979937524748
"Otu227",0.00219983281270623,0.0025155123260104,0.00203606748109366,0.00197230201946576,0.00199273757860243,0.00239759427828349
"Otu1989",8.12743823146944e-05,0,4.19252054335066e-05,8.310479514668e-05,4.28761308579514e-05,0.000132849171906828
"Otu804",8.85661146045523e-05,4.06371911573472e-05,0.000131989968762374,0.000754653697803119,0.00058173356602676,0.000214380654289757
"Otu1321",4.28761308579514e-05,0,4.06371911573472e-05,4.39966562541247e-05,8.38504108670133e-05,4.155239757334e-05
"Otu2603",0.0002077619878667,0,0.000177132229209105,0.000203185955786736,0.000307976593778873,0.00025155123260104
"Otu1243",0.000461177259768573,0.00120501952962686,0.000857522617159028,0.00057567974492959,0.000894018205461638,0.00074794315632012
"Otu465",0.000571956531303621,0.00037732684890156,0.00058173356602676,0.00115765553316469,0.00137277477637056,0.000528283485045514
"Otu1205",0.000365734720416125,0.000351973250032998,0.00012577561630052,0.00087260034904014,0.000514513570295417,0.000354264458418209
"Otu2903",4.42830573022761e-05,4.06371911573472e-05,4.39966562541247e-05,4.19252054335066e-05,0,8.57522617159028e-05
"Otu567",0.000128628392573854,4.42830573022761e-05,0.000243823146944083,0.000351973250032998,8.38504108670133e-05,0.0002077619878667
"Otu1641",8.310479514668e-05,0.000214380654289757,8.85661146045523e-05,0.000121911573472042,8.79933125082494e-05,0.00012577561630052
"Otu902",4.19252054335066e-05,0,8.57522617159028e-05,0.000177132229209105,8.12743823146944e-05,0.000175986625016499
"Otu117",0.00263979937524748,0.00431829615965118,0.00365661098645392,0.00192942588860781,0.00225843592241608,0.00231631989596879
"Otu5560",0.000772106631989597,0.000571956531303621,0.000796578903236626,0.00029086678301338,0.000343009046863611,0.000885661146045523
"Otu279",0.00283411566734567,0.000975292587776333,0.00241981609397686,0.00310246520207949,0.00261780104712042,0.00227243493547142
"Otu353",0.000128628392573854,0.000309981401115933,0.000162548764629389,8.79933125082494e-05,0.000167700821734027,0.0002077619878667
"Otu2213",0.00037397157816006,0,0.000177132229209105,0.000325097529258778,0.000527959875049496,0.00050310246520208
"Otu2062",0.000167700821734027,0,4.28761308579514e-05,0.000221415286511381,0.00028446033810143,0.000131989968762374
"Otu882",0.000483963218795372,0.000545027670635586,0.00033241918058672,0.00030013291600566,0.000531396687627314,0.000365734720416125
"Otu4531",8.12743823146944e-05,4.39966562541247e-05,0.00025155123260104,0.00066483836117344,0.000428761308579514,0.000265698343813657
"Otu220",0.00057567974492959,0.000650195058517555,0.000923929781336618,0.000293476438034546,0.00029086678301338,0.000428761308579514
"Otu6403",0.00094327487887493,0.0020370206359047,0.00117847854356307,0.00167187293765674,0.00104813013583767,0.0018698578908003
"Otu2274",0.00012465719272002,0.000128628392573854,0.000177132229209105,0.000121911573472042,0.000131989968762374,0.000461177259768573
"Otu90",0.00247358712057689,0.00095570514418682,0.00205805428118167,0.00247985120892746,0.00203185955786736,0.00241981609397686
"Otu262",0.00065994984381187,0.000209626027167533,0.00037397157816006,0.00107190327144878,0.000708528916836418,0.000690832249674902
"Otu291",0.00101592977893368,0.000835936468828369,0.00117390575213819,0.00203606748109366,0.00205805428118167,0.00146134089097511
"Otu1011",0.000132849171906828,8.12743823146944e-05,0.000175986625016499,0.000209626027167533,0.0002077619878667,0.000128628392573854
"Otu5083",0.00120053166402264,0.000398547515720485,0.000853381014304291,0.00184785956267324,0.000922354519537146,0.00074794315632012
"Otu3011",0.00016620959029336,0,0.000309981401115933,0.000162548764629389,8.79933125082494e-05,0.000293476438034546
"Otu427",0.000167700821734027,0,0.000128628392573854,8.85661146045523e-05,0.000121911573472042,8.79933125082494e-05
"Otu2611",4.39966562541247e-05,0,0.00012465719272002,4.28761308579514e-05,4.42830573022761e-05,4.06371911573472e-05
"Otu309",0.000934655396618986,0.00140789300013199,0.000461177259768573,0.0004155239757334,0.000728894224585173,0.00057567974492959
"Otu4383",4.42830573022761e-05,0,0.000131989968762374,0.00012577561630052,0.00012465719272002,4.28761308579514e-05
"Otu313",0.00115765553316469,0.000619962802231866,0.00109720416124837,0.00193585287518149,0.00171893342277377,0.00091415274661348
"Otu5218",4.155239757334e-05,8.57522617159028e-05,4.42830573022761e-05,8.12743823146944e-05,4.39966562541247e-05,4.19252054335066e-05
"Otu1645",0.00012577561630052,4.155239757334e-05,0.000128628392573854,0.000132849171906828,0.000162548764629389,0.000131989968762374
"Otu1255",0.000439966562541247,0.000167700821734027,4.155239757334e-05,0.000343009046863611,0.000354264458418209,0.000121911573472042
"Otu6657",0.00028446033810143,0.000351973250032998,0.000545027670635586,0.00070639075874678,0.000686018093727222,0.000442830573022761
"Otu1964",4.42830573022761e-05,4.06371911573472e-05,4.39966562541247e-05,0.00012577561630052,0.00012465719272002,0
"Otu1013",0.000214380654289757,0,0.000243823146944083,0.000131989968762374,0.00025155123260104,0.00016620959029336
"Otu1022",0.00012465719272002,4.28761308579514e-05,0.000177132229209105,0.000121911573472042,0,0.000167700821734027
"Otu753",0.00037732684890156,4.155239757334e-05,8.57522617159028e-05,0,0.000121911573472042,0.000131989968762374
"Otu798",0.000483963218795372,0.000293476438034546,0.00012465719272002,0.000471637439437465,0.000442830573022761,0.000325097529258778
"Otu1229",4.06371911573472e-05,4.39966562541247e-05,0.000293476438034546,0.0002077619878667,0.000214380654289757,0.000309981401115933
"Otu185",0.000619962802231866,0.000325097529258778,0.000967926437590743,0.00104813013583767,0.0006232859636001,0.00111477940230674
"Otu750",4.28761308579514e-05,0.000398547515720485,8.12743823146944e-05,0.000175986625016499,8.38504108670133e-05,0.00012465719272002
"Otu1118",8.310479514668e-05,4.28761308579514e-05,0.000132849171906828,0.000162548764629389,0.000175986625016499,8.38504108670133e-05
"Otu104",0.00129968136843871,0.0010388099393335,0.000900398748016979,0.000708528916836418,0.000650195058517555,0.00118790971886137
"Otu43",0.00532359540674909,0.00243166191514338,0.00403058256461398,0.00651717189040861,0.00646532636613232,0.00442945383615085
"Otu1482",0.000162548764629389,0.000219983281270623,0.00012577561630052,0.0002077619878667,4.28761308579514e-05,0
"Otu19",0.00442830573022761,0.00231631989596879,0.0033877425315676,0.00528257588462183,0.004155239757334,0.00394460403893153
"Otu3437",0.000214380654289757,0.000309981401115933,0.000447009102730819,0.000131989968762374,0.000209626027167533,0.0002077619878667
"Otu288",0.00058173356602676,0.000557389701153368,0.000841378088743247,0.000528283485045514,0.000175986625016499,0.000461177259768573
"Otu1796",4.19252054335066e-05,4.155239757334e-05,4.28761308579514e-05,8.85661146045523e-05,4.06371911573472e-05,8.79933125082494e-05
"Otu877",0.000483963218795372,0.000167700821734027,0.00024931438544004,4.28761308579514e-05,0.000265698343813657,0.000243823146944083
"Otu687",0.00028446033810143,0,0.000293476438034546,8.310479514668e-05,0.000171504523431806,0.000354264458418209
"Otu2264",4.42830573022761e-05,4.06371911573472e-05,4.39966562541247e-05,4.19252054335066e-05,4.155239757334e-05,0.000128628392573854
"Otu937",0,4.42830573022761e-05,4.06371911573472e-05,4.39966562541247e-05,0.000209626027167533,0.00016620959029336
"Otu1293",0.00054018116845342,0,8.85661146045523e-05,0.000121911573472042,0.000131989968762374,0.000167700821734027
"Otu1210",0.00012577561630052,0.00029086678301338,0.000257256785147708,8.85661146045523e-05,8.12743823146944e-05,0.000131989968762374
"Otu409",0.000351973250032998,0.000419252054335066,0.00029086678301338,0.000343009046863611,0.000487113630325038,0.000162548764629389
"Otu968",0.000162548764629389,0,0.00012577561630052,8.310479514668e-05,4.28761308579514e-05,0.000177132229209105
"Otu2114",0.000132849171906828,0,8.79933125082494e-05,4.19252054335066e-05,8.310479514668e-05,0.000128628392573854
"Otu436",0.000214380654289757,0.000309981401115933,0.000162548764629389,8.79933125082494e-05,0.000545027670635586,0.0002077619878667
"Otu2271",0.0008310479514668,0.000428761308579514,0.000752811974138695,0.000934655396618986,0.000835936468828369,0.000545027670635586
"Otu5503",8.38504108670133e-05,0,8.57522617159028e-05,4.42830573022761e-05,8.12743823146944e-05,0.000263979937524748
"Otu919",4.39966562541247e-05,4.19252054335066e-05,8.310479514668e-05,0.000128628392573854,8.85661146045523e-05,8.12743823146944e-05
"Otu263",0.00235695708712614,0.00140789300013199,0.00213818547710884,0.0012465719272002,0.00120053166402264,0.00141705783367284
"Otu232",0.000708528916836418,0.000812743823146944,0.00065994984381187,0.000628878081502599,0.00108036233690684,0.00094327487887493
"Otu1393",0.000171504523431806,8.85661146045523e-05,0.000121911573472042,0.000307976593778873,0.000167700821734027,0.0004155239757334
"Otu7434",0.00108036233690684,0.0031728336834884,0.00154990700557967,0.000528283485045514,0.000967926437590743,0.00117390575213819
"Otu533",0.000419252054335066,0.00016620959029336,0.000257256785147708,0.0011070764325569,0.00121911573472042,0.000439966562541247
"Otu294",0.000439966562541247,0.00104813013583767,0.0006232859636001,0.000514513570295417,0.000752811974138695,0.00073146944083225
"Otu1384",0.000609557867360208,0.000439966562541247,0.000545027670635586,0.00494473531122746,0.00192942588860781,0.000797095031440971
