OTU.ID,copy number
Otu2827,5.938784833
Otu2830,2.859933036
Otu2831,2.219999885
Otu2832,1.479998259
Otu2833,2
Otu2834,4
Otu2835,2.219999885
Otu2836,2.219999885
Otu2837,2.280010842
Otu2838,2.219999885
Otu2840,2
Otu2841,2.279635258
Otu2842,2.219999885
Otu2843,2.219755827
Otu2844,2
Otu2845,2.219999885
Otu2846,1.479999452
Otu2847,2.219999885
Otu2848,4.009964153
Otu2850,1.479998259
Otu2851,1.479999452
Otu2852,2.790178571
Otu2853,1
Otu2854,2
Otu2855,2.670012224
Otu2856,2.219999885
Otu2857,1
Otu2858,2
Otu2859,2.219999885
Otu2860,2.280010842
Otu2861,3.516998828
Otu2862,3.249856624
Otu2863,2.219999885
Otu2864,1.480019734
Otu2865,2
Otu2866,2.219999885
Otu2867,10.6284658
Otu2868,2.57997936
Otu2869,5.258545136
Otu2870,1
Otu2871,1
Otu2872,1.479999452
Otu2873,2.5
Otu2874,1
Otu2875,1
Otu2876,2
Otu2877,2
Otu2878,2.670012224
Otu2879,2.262443439
Otu2880,2.219999885
Otu2881,2.959997262
Otu2882,1.3500135
Otu2883,4.009964153
Otu2884,1.480011144
Otu2885,1
Otu2886,2.680009202
Otu2887,2.859933036
Otu2888,1.809997482
Otu2889,8
Otu2890,5.938784833
Otu2891,1
Otu2892,2.670012224
Otu2893,2.5
Otu2894,2
Otu2895,2.801120448
Otu2896,1.909988432
Otu2897,1.040041602
Otu2898,1
Otu2899,1
Otu2900,2.219999885
Otu2901,1.809997482
Otu2902,1.479999452
Otu2903,5.938784833
Otu2904,2.219999885
Otu2905,2
Otu2907,2.849958089
Otu2909,2.670012224
Otu2910,2.219999885
Otu2911,2
Otu2912,2.159988083
Otu2913,2.219999885
Otu2914,2.670012224
Otu2915,1.500025863
Otu2916,1
Otu2917,2.219999885
Otu2918,2.219999885
Otu2919,2
Otu2920,1.47996357
Otu2921,2.670226969
Otu2922,1
Otu2923,2.219999885
Otu2925,1.12
Otu2926,2.219999885
Otu2927,2.5
Otu2928,1.499250375
Otu2929,2.219999885
Otu2930,2.959997262
Otu2931,4
Otu2932,2.219999885
Otu2933,2.219999885
Otu2934,2.219999885
Otu2935,2.060035315
Otu2936,1.480019734
Otu2937,1.909988432
Otu2938,1.500025863
Otu2939,1.479999452
Otu2940,1.500025863
Otu2941,1.670046523
Otu2942,4.009964153
Otu2943,2.5
Otu2944,2.219999885
Otu2945,1.839989096
Otu2946,2
Otu2947,2.5
Otu2948,2.219999885
Otu2949,2.5
Otu2950,1.500025863
Otu2951,2.670012224
Otu2952,1
Otu2953,4.009964153
Otu2954,5.258545136
Otu2955,3.976836671
Otu2956,2
Otu2957,2.219999885
Otu2958,2.770083102
Otu2959,1.480011144
Otu2960,1.179941003
Otu2961,2.219999885
Otu2963,1
Otu2964,2
Otu2966,2
Otu2967,1
Otu2969,4
Otu2970,2.219999885
Otu2972,1.500025863
Otu2973,1
Otu2974,1.480019734
Otu2975,3.003003003
Otu2976,2.670012224
Otu2977,2.159988083
Otu2978,1.479999452
Otu2979,2.5
Otu2980,2.99982354
Otu2981,2.219999885
Otu2982,2
Otu2983,3.328894807
Otu2984,2.670012224
Otu2985,1.669913721
Otu2986,1
Otu2987,4.009964153
Otu2988,2.219999885
Otu2989,2.219999885
Otu2990,2
Otu2991,1.500375094
Otu2992,1
Otu2993,1.809997482
Otu2994,4.3801079
Otu2995,4
Otu2996,2.959997262
Otu2997,1.480019734
Otu2998,1.909988432
Otu2999,1.12
Otu3001,2.219999885
Otu3002,4
Otu3003,2
Otu3004,2.219999885
Otu3005,2.219999885
Otu3006,2
Otu3007,2.219999885
Otu3008,2.219999885
Otu3009,2.219755827
Otu3010,2.959997262
Otu3011,1
Otu3012,2.5
Otu3013,2.849958089
Otu3014,2.059732235
Otu3015,1
Otu3016,3.349953256
Otu3017,1.670046523
Otu3018,1.839989096
Otu3019,1.110083256
Otu3020,1.479986546
Otu3021,2.670012224
Otu3022,4.009964153
Otu3023,2.670012224
Otu3024,2.670012224
Otu3025,1.500025863
Otu3026,2.219999885
Otu3027,1.839989096
Otu3029,2.219999885
Otu3030,2.220051505
Otu3031,2.219999885
Otu3032,2.220051505
Otu3034,2.219999885
Otu3035,2.219999885
Otu3037,1.480002753
Otu3038,1
Otu3039,1
Otu3040,1
Otu3041,2.5
Otu3042,4.009964153
Otu3043,2.219999885
Otu3044,2.219999885
Otu3045,1.12
Otu3047,1.480011144
Otu3048,2.219999885
Otu3049,2.680009202
Otu3050,2.5
Otu3051,6.976744186
Otu3052,2.219999885
Otu3053,2.219999885
Otu3054,1
Otu3055,2.670012224
Otu3056,3
Otu3057,2.219999885
Otu3058,2.219999885
Otu3059,2.159988083
Otu3060,2.99982354
Otu3061,2.670012224
Otu3062,6.329113924
Otu3064,1.500025863
Otu3065,2.670012224
Otu3066,1
Otu3067,2.219999885
Otu3068,3
Otu3069,2.280010842
Otu3070,3.003003003
Otu3071,7.490636704
Otu3072,2.010050251
Otu3073,2.280010842
Otu3074,2.260037224
Otu3076,2.5
Otu3077,1
Otu3078,2.219999885
Otu3079,2.219999885
Otu3080,1.12
Otu3081,2.670012224
Otu3082,2.670012224
Otu3083,2.959997262
Otu3084,2.5
Otu3085,2.219999885
Otu3086,1.480011144
Otu3087,1
Otu3088,1.909988432
Otu3089,2.280010842
Otu3090,2.219999885
Otu3091,2.219999885
Otu3092,2.279635258
Otu3093,1
Otu3094,2
Otu3095,5.847953216
Otu3096,2.229999079
Otu3097,2
Otu3098,1.500025863
Otu3099,2.670012224
Otu3100,2.229999079
Otu3101,2.22000222
Otu3102,2.220051505
Otu3103,2.219999885
Otu3104,1.479983227
Otu3106,2.680009202
Otu3107,1
Otu3108,2.219999885
Otu3109,2.680009202
Otu3110,2.229999079
Otu3111,2
Otu3112,1.809997482
Otu3113,1.480011144
Otu3114,2.280010842
Otu3115,2.219999885
Otu3116,2.280010842
Otu3117,2.219999885
Otu3118,2.219999885
Otu3119,5.291005291
Otu3121,2.219999885
Otu3122,2.219999885
Otu3124,4
Otu3125,2
Otu3126,1.480111008
Otu3127,2.670012224
Otu3128,1.669982072
Otu3129,3.976836671
Otu3130,1.669982072
Otu3131,2.669952762
Otu3132,1
Otu3133,2
Otu3134,2.22000222
Otu3135,2
Otu3136,2.680009202
Otu3137,2.919911012
Otu3138,2.959997262
Otu3140,2.219999885
Otu3142,2.260037224
Otu3143,2.219999885
Otu3144,1
Otu3145,4
Otu3146,4
Otu3147,2.5
Otu3149,2.229999079
Otu3151,2.28050171
Otu3152,2
Otu3153,2.219999885
Otu3155,3.349953256
Otu3157,1
Otu3158,2.229999079
Otu3159,2.670012224
Otu3160,2.219999885
Otu3161,1.480002753
Otu3163,2.219999885
Otu3164,2.670023267
Otu3165,1.839989096
Otu3166,2
Otu3167,1
Otu3168,4.009964153
Otu3169,2.219999885
Otu3170,2.801120448
Otu3171,1.500025863
Otu3172,2.219999885
Otu3173,2.219999885
Otu3174,2
Otu3175,1
Otu3176,2.219999885
Otu3177,2
Otu3178,12.04819277
Otu3179,1.839989096
Otu3180,1
Otu3181,2.219999885
Otu3182,1.3500135
Otu3183,1.989933279
Otu3185,2.280010842
Otu3186,1
Otu3187,1.670046523
Otu3188,2.219999885
Otu3189,2.670012224
Otu3190,1.4799741
Otu3191,2.229999079
Otu3192,1.669982072
Otu3193,2
Otu3194,2.580645161
Otu3195,5.938784833
Otu3196,2.5
Otu3197,3.349953256
Otu3198,2.680009202
Otu3199,1
Otu3200,2.060035315
Otu3201,1.479983227
Otu3204,2.219999885
Otu3205,1
Otu3206,2.219999885
Otu3207,1.480111008
Otu3208,2.669952762
Otu3209,1.809997482
Otu3210,2
Otu3211,2.219999885
Otu3212,2.219999885
Otu3213,3.976836671
Otu3214,1.579986833
Otu3215,2.849958089
Otu3216,2.5
Otu3217,1
Otu3218,2.249913465
Otu3219,2.5
Otu3220,1
Otu3222,2.279635258
Otu3223,2.280010842
Otu3224,2.670012224
Otu3225,2.980181791
Otu3226,1
Otu3227,2.670023267
Otu3228,4
Otu3229,2.99982354
Otu3230,2.219999885
Otu3231,2.920002014
Otu3232,1
Otu3233,2.5
Otu3234,2.010050251
Otu3235,2.277904328
Otu3236,2.159988083
Otu3237,3.003003003
Otu3238,1.12
Otu3239,1.839989096
Otu3240,2.219999885
Otu3241,4
Otu3242,4
Otu3243,2
Otu3244,2
Otu3245,2.680009202
Otu3246,2.959997262
Otu3247,2.219999885
Otu3248,2.219999885
Otu3249,1.25
Otu3250,3.000428633
Otu3251,2.219999885
Otu3252,1.669982072
Otu3253,2.219999885
Otu3254,1.479999452
Otu3255,2.219999885
Otu3256,2.959997262
Otu3257,1
Otu3258,4
Otu3259,2.849958089
Otu3261,1.500025863
Otu3262,8
Otu3263,1.809997482
Otu3264,2
Otu3265,2.219999885
Otu3266,2.279635258
Otu3267,3
Otu3268,2.670012224
Otu3269,2.849958089
Otu3270,1.480011144
Otu3271,2.5
Otu3272,2.670012224
Otu3273,2.670023267
Otu3274,2.219999885
Otu3275,1
Otu3276,3.976836671
Otu3277,2.219999885
Otu3278,2
Otu3279,4.3801079
Otu3280,1.670046523
Otu3281,1.47996357
Otu3282,2.670012224
Otu3283,3.003003003
Otu3284,2.5
Otu3286,2.670012224
Otu3287,2.262443439
Otu3288,1
Otu3289,1.809997482
Otu3290,2.849958089
Otu3291,1.670046523
Otu3292,2.219999885
Otu3293,2.219999885
Otu3294,1
Otu3295,2.5
Otu3296,2.680009202
Otu3297,3.516998828
Otu3299,1
Otu3301,4
Otu3302,2.670012224
Otu3303,1.809997482
Otu3304,2.5
Otu3305,2
Otu3306,2.059732235
Otu3307,3.516998828
Otu3308,2
Otu3309,2.219999885
Otu3310,1.479998259
Otu3311,2.980181791
Otu3312,2
Otu3313,1.669982072
Otu3314,2.059732235
Otu3316,2.219999885
Otu3317,2.680009202
Otu3318,2.280010842
Otu3319,2.219999885
Otu3320,4.009964153
Otu3321,2.5
Otu3323,2
Otu3324,4
Otu3325,2.670012224
Otu3326,1
Otu3327,1.809997482
Otu3328,2.219999885
Otu3329,2
Otu3331,2.280010842
Otu3332,2.219999885
Otu3333,1
Otu3334,2.219999885
Otu3335,1
Otu3336,2.219999885
Otu3337,2.669952762
Otu3338,2.669952762
Otu3339,2.219999885
Otu3340,1
Otu3341,2
Otu3342,2.219999885
Otu3343,3.738317757
Otu3344,3.976836671
Otu3345,2.219999885
Otu3346,1.839989096
Otu3347,2.219999885
Otu3348,1.670046523
Otu3349,2.219999885
Otu3350,2
Otu3351,2.5
Otu3352,2.219999885
Otu3353,2.670012224
Otu3354,3.670473083
Otu3356,2.280010842
Otu3357,2.219999885
Otu3358,2.219999885
Otu3359,3.976836671
Otu3360,2.219999885
Otu3361,2.5
Otu3362,4.009964153
Otu3363,4.009964153
Otu3364,2.219755827
Otu3365,4.009964153
Otu3366,1.479986546
Otu3367,2
Otu3368,3.000428633
Otu3369,2.219999885
Otu3371,2.219999885
Otu3372,8
Otu3373,1.809997482
Otu3374,2.680009202
Otu3375,2
Otu3376,2.219999885
Otu3377,2.959997262
Otu3378,2.219999885
Otu3379,1
Otu3380,2.219999885
Otu3381,1.3500135
Otu3382,2.5
Otu3383,1.670046523
Otu3384,1.909988432
Otu3385,2.99940012
Otu3386,4.009964153
Otu3387,4
Otu3388,2.219999885
Otu3390,2.219999885
Otu3391,2.280010842
Otu3392,2.219999885
Otu3393,2.219999885
Otu3394,3.921568627
Otu3395,2.059732235
Otu3396,1.839926403
Otu3397,2.219999885
Otu3398,2.5
Otu3399,2.670226969
Otu3400,2.670012224
Otu3401,2.5
Otu3402,1
Otu3403,2.959997262
Otu3404,1
Otu3405,1.909988432
Otu3406,2.5
Otu3407,2.5
Otu3408,4.009964153
Otu3409,2
Otu3410,1
Otu3413,1.669982072
Otu3414,1
Otu3415,2.219999885
Otu3417,3
Otu3418,2.669952762
Otu3419,2.5
Otu3420,4.854368932
Otu3421,2.669952762
Otu3422,1.479999452
Otu3423,2.050230651
Otu3424,2.219999885
Otu3426,2.670012224
Otu3427,1.480011144
Otu3429,2.219999885
Otu3430,2.219999885
Otu3431,1
Otu3432,3.976836671
Otu3433,4.929577465
Otu3434,1.449800652
Otu3435,1.480011144
Otu3436,1
Otu3437,1.479999452
Otu3438,2.219999885
Otu3439,2.959997262
Otu3440,1.3500135
Otu3441,2.57997936
Otu3442,2.219999885
Otu3443,3.976836671
Otu3444,2.99850075
Otu3446,2.670023267
Otu3447,1.809997482
Otu3448,2.5
Otu3449,2
Otu3450,2.220051505
Otu3451,2.219999885
Otu3452,1.670046523
Otu3453,2.660164043
Otu3454,1.479998259
Otu3455,2
Otu3456,2.920002014
Otu3457,2.219999885
Otu3458,5.938784833
Otu3459,1
Otu3460,2
Otu3461,3.516998828
Otu3462,1.809997482
Otu3463,2
Otu3464,2.219999885
Otu3465,2
Otu3466,2.5
Otu3467,1.819836215
Otu3468,2
Otu3469,4
Otu3471,2
Otu3472,2.670012224
Otu3473,2.669952762
Otu3474,1.479998259
Otu3476,2.670012224
Otu3478,1
Otu3480,10.6284658
Otu3481,1.480019734
Otu3482,3.448275862
Otu3483,2.5
Otu3484,1.480002753
Otu3487,4.009964153
Otu3488,2.219999885
Otu3489,2.859933036
Otu3490,2.99982354
Otu3491,2.980181791
Otu3492,2.219999885
Otu3493,2.670012224
Otu3494,3.976836671
Otu3495,2.219999885
Otu3496,2.219999885
Otu3497,2.5
Otu3498,1.670046523
Otu3499,2.670012224
Otu3500,1
Otu3501,2
Otu3502,4.009964153
Otu3503,2.219999885
Otu3504,1.579986833
Otu3506,1
Otu3507,1.839989096
Otu3508,2.670012224
Otu3509,1.669913721
Otu3510,4.3801079
Otu3511,2.219999885
Otu3513,2.249913465
Otu3514,2.680009202
Otu3515,2.5
Otu3516,4.385964912
Otu3517,2.5
Otu3518,2.219999885
Otu3519,1
Otu3520,1.500025863
Otu3521,4
Otu3522,2.770083102
Otu3523,2.670012224
Otu3524,1
Otu3525,2.219999885
Otu3526,2.680009202
Otu3527,4
Otu3528,4
Otu3530,2.279635258
Otu3531,2.219999885
Otu3532,2.670012224
Otu3533,2.260037224
Otu3534,1
Otu3535,2.219999885
Otu3536,1.480019734
Otu3537,2.5
Otu3538,1.479998259
Otu3539,1
Otu3540,2
Otu3541,2.219999885
Otu3542,2.280010842
Otu3543,2.580645161
Otu3544,2.219999885
Otu3545,2.219999885
Otu3546,2.219999885
Otu3547,1
Otu3548,1.5
Otu3549,2
Otu3550,2.5
Otu3552,2.669952762
Otu3553,2.219999885
Otu3554,1
Otu3555,2.959997262
Otu3556,2
Otu3557,2
Otu3558,2
Otu3559,2.219999885
Otu3560,2.219999885
Otu3561,1.480019734
Otu3562,1.909988432
Otu3564,2
Otu3565,2.849958089
Otu3566,2.670012224
Otu3567,2.670012224
Otu3568,2.219999885
Otu3569,1
Otu3570,5.847953216
Otu3572,2.219755827
Otu3573,2.341920375
Otu3574,2.861230329
Otu3575,2.22000222
Otu3576,4
Otu3577,2.849958089
Otu3578,2.159988083
Otu3579,1.479998259
Otu3580,2
Otu3581,1.809997482
Otu3582,2.670012224
Otu3584,2.5
Otu3585,2.220051505
Otu3586,2
Otu3587,1.479999452
Otu3588,2.219999885
Otu3589,2.219999885
Otu3590,1
Otu3591,4
Otu3592,1
Otu3593,2.219999885
Otu3594,1
Otu3595,1
Otu3596,4
Otu3597,2.220051505
Otu3598,2.219999885
Otu3599,10.6284658
Otu3600,2.010050251
Otu3601,1.500025863
Otu3602,1.579986833
Otu3603,1.479999452
Otu3604,3.003003003
Otu3605,2.680009202
Otu3607,2.669952762
Otu3608,2.57997936
Otu3609,2.219999885
Otu3610,2.670012224
Otu3611,1
Otu3612,3.650167908
Otu3613,3.899721448
Otu3614,2.219999885
Otu3615,2.219999885
Otu3616,2.99940012
Otu3617,1.579986833
Otu3618,2.670012224
Otu3621,1.12
Otu3622,3.976836671
Otu3623,2.801120448
Otu3624,2.219999885
Otu3625,2.670012224
Otu3626,2.849958089
Otu3627,1
Otu3628,2
Otu3629,2.670012224
Otu3630,2.859933036
Otu3631,1.809997482
Otu3632,1.480011144
Otu3633,1
Otu3635,2.210759027
Otu3636,2.849958089
Otu3637,2.280010842
Otu3638,2.670012224
Otu3640,2.670012224
Otu3641,2.219999885
Otu3642,2.219999885
Otu3643,2.219999885
Otu3644,1.400015556
Otu3645,2.219999885
Otu3646,4
Otu3647,1
Otu3648,1.3500135
Otu3649,4
Otu3650,2.159988083
Otu3651,5.258545136
Otu3652,1.499250375
Otu3653,2.329916123
Otu3655,1.480019734
Otu3656,2.28050171
Otu3657,2.959997262
Otu3659,1.480111008
Otu3660,1.4799741
Otu3661,1
Otu3662,1.839926403
Otu3663,2.99982354
Otu3664,1
Otu3665,2.660164043
Otu3667,2.670023267
Otu3668,3.000428633
Otu3670,2.99982354
Otu3671,2
Otu3672,2.280010842
Otu3673,2.219999885
Otu3674,1.839926403
Otu3675,1.670046523
Otu3676,2.5
Otu3677,2.670012224
Otu3678,1
Otu3679,3.349953256
Otu3680,1.670046523
Otu3681,2.99940012
Otu3683,2.99982354
Otu3684,1.670046523
Otu3685,2.219999885
Otu3686,1
Otu3687,2
Otu3689,2.670012224
Otu3690,2.5
Otu3691,2.670012224
Otu3692,1
Otu3693,2.801120448
Otu3694,2.849958089
Otu3695,2.219999885
Otu3696,3.249856624
Otu3697,2.219999885
Otu3698,2
Otu3699,2.219999885
Otu3700,2.159988083
Otu3701,2
Otu3702,2.219999885
Otu3703,2.99982354
Otu3704,2.219999885
Otu3705,2.670012224
Otu3706,2.280010842
Otu3707,2.5
Otu3708,2
Otu3709,1.479983227
Otu3710,2.399880006
Otu3711,3.003003003
Otu3712,2.670012224
Otu3713,1.909988432
Otu3714,2.849958089
Otu3715,2.920002014
Otu3716,3.670473083
Otu3717,1
Otu3718,2.219999885
Otu3719,4
Otu3721,2
Otu3722,2.219999885
Otu3723,2
Otu3724,3.976836671
Otu3725,1.740644038
Otu3726,2.219999885
Otu3727,1.479998259
Otu3728,2.99940012
Otu3729,1.670046523
Otu3730,10.6284658
Otu3731,1.909988432
Otu3732,2.219999885
Otu3733,2.329916123
Otu3734,2.229999079
Otu3735,2.670012224
Otu3736,4.009964153
Otu3737,2.219999885
Otu3739,2.219999885
Otu3740,2.670012224
Otu3741,2.219999885
Otu3742,2
Otu3743,2.219999885
Otu3744,2.219999885
Otu3745,2.219999885
Otu3746,2.219999885
Otu3747,2
Otu3748,3.109980209
Otu3749,2.670012224
Otu3750,2.680009202
Otu3752,2.670023267
Otu3753,1.480019734
Otu3754,2.99940012
Otu3755,3.249856624
Otu3756,1.479983227
Otu3757,2.670012224
Otu3758,1.669982072
Otu3759,2.159988083
Otu3760,2.399880006
Otu3761,2.219999885
Otu3762,2.219999885
Otu3763,2.99940012
Otu3764,2.219999885
Otu3765,2.5
Otu3766,2.670012224
Otu3767,1.909988432
Otu3768,2.919911012
Otu3769,2.219999885
Otu3770,2.219999885
Otu3771,2.220051505
Otu3772,2.5
Otu3773,1.480002753
Otu3774,1
Otu3775,2.219999885
Otu3776,4
Otu3777,2
Otu3778,2.5
Otu3779,1.109877913
Otu3780,4.009964153
Otu3782,1.480019734
Otu3783,5.258545136
Otu3784,2.5
Otu3785,1.479999452
Otu3786,1.669913721
Otu3787,1
Otu3788,2.920002014
Otu3789,1
Otu3790,2.219999885
Otu3791,2
Otu3792,2.219999885
Otu3793,2.219999885
Otu3794,2.219999885
Otu3795,4
Otu3796,2.219999885
Otu3797,2.219999885
Otu3798,4.009964153
Otu3799,2.959997262
Otu3800,2.849958089
Otu3801,2.159988083
Otu3802,1.809997482
Otu3803,1
Otu3804,2.5
Otu3805,2.219999885
Otu3806,1
Otu3807,2.959997262
Otu3808,2
Otu3809,2
Otu3810,1
Otu3811,2.770083102
Otu3812,1
Otu3813,1
Otu3814,2
Otu3815,2
Otu3816,2.670012224
Otu3818,4.009964153
Otu3819,2.219999885
Otu3820,2.060035315
Otu3821,2.670012224
Otu3822,2.219999885
Otu3823,1.479999452
Otu3824,2
Otu3825,1.479956245
Otu3826,2.5
Otu3827,3.249856624
Otu3828,1.480019734
Otu3829,2
Otu3830,2.219999885
Otu3831,2.669952762
Otu3832,1.479999452
Otu3833,2.219999885
Otu3834,2.229999079
Otu3835,2.219999885
Otu3836,2
Otu3838,2.219999885
Otu3839,4
Otu3840,3.089598352
Otu3841,2
Otu3842,2
Otu3843,2.680009202
Otu3844,2.159988083
Otu3845,2.219999885
Otu3846,2.219999885
Otu3847,4.385964912
Otu3848,2.5
Otu3849,1.670046523
Otu3850,2.669952762
Otu3851,1
Otu3852,2
Otu3853,2.219999885
Otu3854,1.500025863
Otu3855,2.670012224
Otu3856,2.670012224
Otu3857,2
Otu3858,1.3500135
Otu3859,2.859933036
Otu3860,4.009964153
Otu3861,1.909988432
Otu3862,2.670012224
Otu3864,1.67000668
Otu3865,1.809997482
Otu3866,1
Otu3867,2.219999885
Otu3868,2.219999885
Otu3869,3.349953256
Otu3870,3.976836671
Otu3871,2.219999885
Otu3872,1
Otu3873,2.219999885
Otu3874,2.790178571
Otu3875,2.219999885
Otu3876,1.839926403
Otu3877,1
Otu3878,2
Otu3879,4.3801079
Otu3880,1
Otu3881,2.219999885
Otu3882,1
Otu3883,2
Otu3884,2.801120448
Otu3885,2.219999885
Otu3886,2
Otu3887,1.479983227
Otu3888,1
Otu3889,1
Otu3890,3.670473083
Otu3891,2.5
Otu3892,2.219999885
Otu3893,2.69010043
Otu3894,2.219999885
Otu3895,1.479998259
Otu3896,2.219999885
Otu3897,3.516998828
Otu3898,2.920002014
Otu3899,2
Otu3901,1
Otu3903,1.989933279
Otu3904,2.060035315
Otu3905,2.219999885
Otu3906,2.219999885
Otu3908,2.219999885
Otu3909,1
Otu3910,2.670226969
Otu3911,5
Otu3912,1.670046523
Otu3913,1.669982072
Otu3914,2.219999885
Otu3915,3.349953256
Otu3916,2
Otu3917,2.219999885
Otu3918,1
Otu3919,4.3801079
Otu3920,2.219999885
Otu3921,2.159988083
Otu3922,2
Otu3924,2
Otu3925,1.839926403
Otu3926,2.670023267
Otu3927,2.219999885
Otu3928,1
Otu3929,2.219999885
Otu3930,2.670012224
Otu3931,1.500025863
Otu3932,2.670012224
Otu3934,2.219999885
Otu3935,1.480019734
Otu3936,2.5
Otu3937,1.669913721
Otu3938,2.670012224
Otu3939,2.670012224
Otu3940,2.5
Otu3941,2.219999885
Otu3942,2
Otu3943,2.219999885
Otu3944,4.291845494
Otu3945,1
Otu3946,2
Otu3947,1
Otu3948,2
Otu3949,4.009964153
Otu3950,2.229999079
Otu3951,2.99850075
Otu3952,2.219999885
Otu3953,4
Otu3954,1
Otu3955,1.670046523
Otu3956,2.219999885
Otu3957,4.009964153
Otu3958,3.349953256
Otu3959,2.670226969
Otu3960,2
Otu3961,1.5
Otu3962,2.219999885
Otu3963,2.229999079
Otu3964,2.680009202
Otu3965,1
Otu3966,1.479956245
Otu3968,4.929577465
Otu3969,2.219999885
Otu3970,1.839926403
Otu3971,3.109980209
Otu3972,2.280010842
Otu3973,4.009964153
Otu3974,2.5
Otu3975,2.5
Otu3976,2.219999885
Otu3977,2.219999885
Otu3978,2.670012224
Otu3979,2.219999885
Otu3980,1.809997482
Otu3982,3
Otu3983,1.25
Otu3984,2.219999885
Otu3985,1
Otu3986,1.480011144
Otu3987,2
Otu3988,1.670046523
Otu3989,2.219999885
Otu3990,1.400015556
Otu3991,1.500025863
Otu3992,3.225806452
Otu3993,1.819836215
Otu3994,2.279635258
Otu3996,2.670012224
Otu3997,2.849958089
Otu3998,2.959997262
Otu3999,1.809997482
Otu4000,2.670012224
Otu4001,2.219999885
Otu4002,1
Otu4003,2.219999885
Otu4004,2.219999885
Otu4005,2.219999885
Otu4006,2.670012224
Otu4007,4.3801079
Otu4008,2.219999885
Otu4009,2.219999885
Otu4010,2.670012224
Otu4011,4.009964153
Otu4012,1.479998259
Otu4014,2.159988083
Otu4015,2.219999885
Otu4016,2
Otu4017,2.219999885
Otu4018,2
Otu4019,3.249856624
Otu4020,2.219999885
Otu4023,2.670226969
Otu4024,2
Otu4025,2.219999885
Otu4026,2.219999885
Otu4027,2.219999885
Otu4028,1.479999452
Otu4029,1.479999452
Otu4030,1.809997482
Otu4031,2.959997262
Otu4032,2.219999885
Otu4033,2
Otu4034,2.670012224
Otu4035,2.959997262
Otu4036,3.349953256
Otu4037,2.099370189
Otu4038,2.229999079
Otu4039,1.47996357
Otu4040,1.839989096
Otu4041,1.75
Otu4042,1.67000668
Otu4043,2
Otu4044,1
Otu4045,2.219999885
Otu4046,3.076923077
Otu4047,4.3801079
Otu4048,4
Otu4049,1
Otu4050,2.219999885
Otu4051,2.279635258
Otu4052,4.009964153
Otu4053,2.219999885
Otu4055,1.909988432
Otu4056,2.670012224
Otu4057,2.159988083
Otu4058,1.989933279
Otu4059,2.219999885
Otu4060,2.5
Otu4061,2.219999885
Otu4062,2.5
Otu4063,3.976836671
Otu4064,1.479983227
Otu4065,2.980181791
Otu4066,1.479837218
Otu4067,2.849958089
Otu4068,1
Otu4070,2.5
Otu4071,1.479999452
Otu4072,2.219999885
Otu4073,2.219999885
Otu4074,1.5
Otu4075,2
Otu4076,2.219999885
Otu4077,1.500025863
Otu4078,2.219999885
Otu4079,1
Otu4080,2.920002014
Otu4081,1.809997482
Otu4082,2.959997262
Otu4083,2.5
Otu4084,1
Otu4086,2.219999885
Otu4087,1.479983227
Otu4088,2.159988083
Otu4089,2.5
Otu4090,1
Otu4091,2.229999079
Otu4092,1.669982072
Otu4093,2.670012224
Otu4094,2.219999885
Otu4095,1
Otu4096,4
Otu4097,2.219999885
Otu4099,2
Otu4100,2.220051505
Otu4101,2.99940012
Otu4102,2.680009202
Otu4103,1
Otu4104,2
Otu4105,2.219999885
Otu4107,2.680009202
Otu4108,2.849958089
Otu4109,2
Otu4110,2.219999885
Otu4111,2.680009202
Otu4112,1.479946722
Otu4113,2
Otu4114,2.770083102
Otu4115,2.670012224
Otu4116,2.219999885
Otu4118,1
Otu4119,2.849958089
Otu4120,1.3500135
Otu4121,3.249856624
Otu4122,2.229999079
Otu4123,1.479837218
Otu4124,2.670012224
Otu4125,4.009964153
Otu4126,2.280010842
Otu4127,1.480011144
Otu4128,2.920002014
Otu4129,2.219999885
Otu4130,2.670012224
Otu4131,2.219999885
Otu4132,2
Otu4133,2.219999885
Otu4134,1.500025863
Otu4135,2.219999885
Otu4136,2.219999885
Otu4137,2.670012224
Otu4138,2.219999885
Otu4139,1
Otu4140,2
Otu4141,2
Otu4145,3.976836671
Otu4146,2.219999885
Otu4147,1
Otu4148,2.219999885
Otu4149,2.220051505
Otu4150,1
Otu4151,4
Otu4153,2.680009202
Otu4154,1.479956245
Otu4155,2
Otu4156,2.280010842
Otu4157,2
Otu4158,3.349953256
Otu4159,2.219999885
Otu4160,3.378378378
Otu4161,2.219999885
Otu4162,2.219999885
Otu4163,2.159988083
Otu4164,3.976836671
Otu4165,2.680009202
Otu4166,1
Otu4167,2.159988083
Otu4168,2
Otu4169,1.480002753
Otu4170,2.219999885
Otu4171,2.670012224
Otu4172,2.959997262
Otu4173,1.479999452
Otu4174,4.009964153
Otu4175,2
Otu4176,2.976190476
Otu4177,1
Otu4178,1.909988432
Otu4179,2.260037224
Otu4180,2.159988083
Otu4181,3.003003003
Otu4182,2
Otu4183,1.669982072
Otu4184,2.219999885
Otu4185,1.479998259
Otu4186,2.670012224
Otu4187,2.219999885
Otu4188,2.280010842
Otu4190,2.260037224
Otu4191,2.99940012
Otu4192,2.670012224
Otu4193,2.219999885
Otu4194,1
Otu4195,2.219999885
Otu4196,1.479837218
Otu4197,4.009964153
