OTU.ID,copy number
Otu1475,2.670012224
Otu1476,2.219999885
Otu1477,2.219999885
Otu1478,2.010050251
Otu1479,2.219999885
Otu1481,2.5
Otu1482,1.479983227
Otu1483,2.219999885
Otu1485,2.670012224
Otu1486,1.909988432
Otu1487,1.989933279
Otu1488,2.670012224
Otu1489,1.400015556
Otu1490,1
Otu1491,1
Otu1492,1
Otu1493,1.4799741
Otu1494,2.219999885
Otu1495,2.280010842
Otu1496,2
Otu1497,1.479999452
Otu1498,2
Otu1499,1
Otu1500,2.219999885
Otu1501,3.738317757
Otu1502,2.28050171
Otu1503,2.219999885
Otu1504,3.738317757
Otu1505,1.839989096
Otu1506,2.680009202
Otu1507,1.480019734
Otu1508,2.229999079
Otu1509,2
Otu1510,2.859933036
Otu1511,1.12
Otu1512,1.400015556
Otu1513,2.280010842
Otu1514,2.219755827
Otu1515,1
Otu1516,4
Otu1517,3.000428633
Otu1518,1.47996357
Otu1519,2
Otu1520,2.219999885
Otu1521,1.809997482
Otu1522,5.938784833
Otu1523,1.910219675
Otu1524,1
Otu1525,2.159988083
Otu1526,1
Otu1527,2
Otu1528,2.129925453
Otu1529,2.219999885
Otu1530,1.479999452
Otu1531,2.959997262
Otu1532,2.280010842
Otu1533,2.5
Otu1534,2.219999885
Otu1535,1
Otu1536,1
Otu1537,2.5
Otu1538,1.499250375
Otu1539,1.480111008
Otu1540,2.670012224
Otu1541,1.479956245
Otu1542,1.499250375
Otu1543,1.479837218
Otu1544,1.740644038
Otu1545,2.219999885
Otu1546,1
Otu1547,1.670046523
Otu1548,2.219999885
Otu1549,2.219999885
Otu1550,1.12
Otu1551,1
Otu1552,2.280010842
Otu1553,2.219999885
Otu1554,1.480011144
Otu1555,2
Otu1556,2.680009202
Otu1557,2.920002014
Otu1558,1.809997482
Otu1559,4
Otu1560,5
Otu1561,1
Otu1562,1.839989096
Otu1564,1
Otu1565,2
Otu1566,2.670012224
Otu1567,2.670012224
Otu1568,2
Otu1569,2.219999885
Otu1570,2.219999885
Otu1571,2.219999885
Otu1572,2.670012224
Otu1573,2.399880006
Otu1574,1.809997482
Otu1575,2.280010842
Otu1576,1.670046523
Otu1577,2.219999885
Otu1578,2.249913465
Otu1580,2
Otu1582,2.680009202
Otu1583,3.003003003
Otu1584,1.499250375
Otu1585,1.3500135
Otu1586,2.059732235
Otu1587,2.280010842
Otu1588,2.670012224
Otu1589,1
Otu1590,2.670012224
Otu1591,3.650167908
Otu1592,2.219999885
Otu1593,2.219999885
Otu1594,2
Otu1595,2.280010842
Otu1596,1.809997482
Otu1597,2.219999885
Otu1598,3.448275862
Otu1599,1
Otu1600,2.670012224
Otu1601,2
Otu1602,2.219999885
Otu1603,4
Otu1604,2.219999885
Otu1605,1.480019734
Otu1606,2.219999885
Otu1608,2.580645161
Otu1609,1.479998259
Otu1610,2
Otu1611,2.219999885
Otu1612,1.5
Otu1613,2.5
Otu1614,2
Otu1615,1
Otu1616,2.219999885
Otu1617,2.5
Otu1618,1.839926403
Otu1619,10.6284658
Otu1620,2
Otu1621,1.500025863
Otu1622,1.12
Otu1623,2
Otu1624,2.219999885
Otu1625,2.219999885
Otu1626,1
Otu1627,2.219999885
Otu1628,1.499250375
Otu1629,2.260037224
Otu1630,1
Otu1631,2
Otu1632,2.219755827
Otu1633,2.670012224
Otu1634,2.219999885
Otu1635,2.5
Otu1636,2.219999885
Otu1637,1.5
Otu1638,1
Otu1639,1
Otu1640,1.839989096
Otu1641,1.479983227
Otu1642,1.669982072
Otu1643,2.219999885
Otu1644,3.976836671
Otu1645,2
Otu1646,2
Otu1647,2.669952762
Otu1649,2.219999885
Otu1650,1.03950104
Otu1651,2.680009202
Otu1652,2.670012224
Otu1653,1.479999452
Otu1654,2.219999885
Otu1655,1
Otu1657,2
Otu1658,2.399880006
Otu1659,4.3801079
Otu1660,2.859933036
Otu1661,4.385964912
Otu1662,1.479289941
Otu1663,2.99982354
Otu1664,2.219999885
Otu1665,1
Otu1666,2
Otu1667,1.480011144
Otu1668,2.219999885
Otu1669,4
Otu1670,8
Otu1671,2.219999885
Otu1672,1.479999452
Otu1673,3.349953256
Otu1674,2.219999885
Otu1675,2
Otu1676,1.479837218
Otu1677,2.959997262
Otu1678,1
Otu1679,1.839926403
Otu1680,2.219999885
Otu1681,2
Otu1682,2.99850075
Otu1683,2.670012224
Otu1684,1.139817629
Otu1685,10.6284658
Otu1686,3.976836671
Otu1687,2.219999885
Otu1688,2.959997262
Otu1689,4
Otu1690,1
Otu1691,1.12
Otu1692,2.159988083
Otu1693,3.650167908
Otu1694,1.809997482
Otu1695,2.260037224
Otu1696,1.500025863
Otu1697,1.669913721
Otu1699,4.901960784
Otu1700,2.219999885
Otu1701,1
Otu1702,2.5
Otu1703,1
Otu1704,1.12
Otu1705,1
Otu1706,2.801120448
Otu1707,1
Otu1708,1.500025863
Otu1709,2.959997262
Otu1710,1
Otu1711,2.219999885
Otu1712,2.219999885
Otu1713,2.219999885
Otu1714,1.809997482
Otu1715,1.339883877
Otu1716,2.5
Otu1717,1.839989096
Otu1718,1.480011144
Otu1719,2.219999885
Otu1720,2.669952762
Otu1721,2.219999885
Otu1722,8
Otu1723,2.5
Otu1725,1.909988432
Otu1726,1
Otu1727,5.258545136
Otu1728,1.25
Otu1729,2.5
Otu1730,1
Otu1731,2
Otu1732,2
Otu1733,2.219999885
Otu1734,2.5
Otu1735,2.680009202
Otu1737,2.859933036
Otu1738,4
Otu1739,1.480011144
Otu1740,1.479998259
Otu1741,2.219999885
Otu1742,1.12
Otu1743,1.500025863
Otu1744,1.669982072
Otu1745,1.480019734
Otu1747,2.5
Otu1748,2.219999885
Otu1749,1.669982072
Otu1750,2.219999885
Otu1751,2.219999885
Otu1752,2.670012224
Otu1753,1.47996357
Otu1754,2.680009202
Otu1755,2.260037224
Otu1756,1.98019802
Otu1757,8
Otu1758,2
Otu1759,1.480011144
Otu1760,2.219999885
Otu1761,1.3500135
Otu1762,2
Otu1763,2.060035315
Otu1764,2.219999885
Otu1765,2.680009202
Otu1766,2.219999885
Otu1767,2.219999885
Otu1768,2.670226969
Otu1769,3.000428633
Otu1770,1.3500135
Otu1771,2.859933036
Otu1772,1
Otu1773,1
Otu1774,1.12
Otu1775,1
Otu1776,2.219999885
Otu1777,2.229999079
Otu1778,1
Otu1779,2.219999885
Otu1780,2.219999885
Otu1781,2.5
Otu1782,2.280010842
Otu1783,1
Otu1784,2
Otu1787,2.959997262
Otu1788,2.219999885
Otu1789,1.670046523
Otu1790,2.5
Otu1791,2.959997262
Otu1792,1
Otu1793,2.669952762
Otu1794,2.99940012
Otu1795,2.280010842
Otu1796,2
Otu1797,2.219999885
Otu1798,2.280010842
Otu1799,1.480002753
Otu1800,1
Otu1801,3.738317757
Otu1802,3.670473083
Otu1803,2.219999885
Otu1804,3.738317757
Otu1805,1.669982072
Otu1806,5.847953216
Otu1807,2.670012224
Otu1808,2.849958089
Otu1809,1.670046523
Otu1810,2.859933036
Otu1811,2.219999885
Otu1812,2.5
Otu1813,1.479986546
Otu1814,1.480002753
Otu1815,1
Otu1816,1.809997482
Otu1817,2.219999885
Otu1818,1
Otu1819,3.717472119
Otu1820,1.500375094
Otu1821,1.479999452
Otu1822,1.139817629
Otu1823,2.219999885
Otu1824,2.219999885
Otu1825,1.480011144
Otu1826,2.5
Otu1827,1.479983227
Otu1828,1.669982072
Otu1829,1.480011144
Otu1830,2.219999885
Otu1831,1.839989096
Otu1832,2.5
Otu1833,1.809997482
Otu1834,2
Otu1835,2
Otu1836,1.4803849
Otu1838,2.99982354
Otu1839,2.801120448
Otu1840,2.219999885
Otu1841,1.839989096
Otu1842,2
Otu1843,1.669982072
Otu1845,2.279635258
Otu1846,2
Otu1847,2
Otu1848,2
Otu1849,2.670012224
Otu1850,1.839989096
Otu1851,2.670012224
Otu1852,2.670012224
Otu1853,3
Otu1854,1.669913721
Otu1855,10.6284658
Otu1856,2.99850075
Otu1857,2.680009202
Otu1858,1.670046523
Otu1859,2.5
Otu1860,3.516998828
Otu1861,2.670226969
Otu1862,2.219999885
Otu1863,1.5
Otu1864,1.500025863
Otu1865,3.003003003
Otu1866,2.219999885
Otu1867,1
Otu1868,1.480019734
Otu1869,2
Otu1870,1.670046523
Otu1871,2.669952762
Otu1872,1.839926403
Otu1873,2.219999885
Otu1874,3.670473083
Otu1875,1.479998259
Otu1876,2.219999885
Otu1877,2.5
Otu1878,2.219999885
Otu1879,1
Otu1880,2.219999885
Otu1881,2.670012224
Otu1882,2
Otu1883,1
Otu1884,2.219999885
Otu1886,2.219999885
Otu1887,4.3801079
Otu1888,1
Otu1889,1.12
Otu1890,2.219999885
Otu1891,2.159988083
Otu1892,2.229999079
Otu1893,2.219999885
Otu1894,2.849958089
Otu1895,7.936507937
Otu1896,2.849958089
Otu1897,2
Otu1898,2.219999885
Otu1899,2.219999885
Otu1900,2.260037224
Otu1901,2.680009202
Otu1902,2.5
Otu1903,2.670012224
Otu1904,2.849958089
Otu1905,1.909988432
Otu1906,2.219999885
Otu1907,2
Otu1908,2.920002014
Otu1909,2
Otu1910,1.25
Otu1911,1.670046523
Otu1912,2.580645161
Otu1913,5.938784833
Otu1914,2.219999885
Otu1915,13.33333333
Otu1916,2.669952762
Otu1917,2.5
Otu1918,1.479956245
Otu1919,3.003003003
Otu1920,1.499250375
Otu1921,4
Otu1922,1.839989096
Otu1923,1.909988432
Otu1924,1
Otu1925,2.219999885
Otu1926,2.219999885
Otu1927,2.959997262
Otu1928,1.669982072
Otu1929,2.670012224
Otu1930,1
Otu1931,1.58004158
Otu1932,2.770083102
Otu1933,1.480011144
Otu1934,1.669982072
Otu1935,4
Otu1936,2.670012224
Otu1937,2.219999885
Otu1938,1.479986546
Otu1939,2.5
Otu1940,1.670046523
Otu1941,2
Otu1942,8
Otu1943,2.959997262
Otu1944,1.479837218
Otu1946,2.219999885
Otu1947,1.839989096
Otu1948,2
Otu1949,2.5
Otu1950,1.670046523
Otu1951,2.670012224
Otu1953,2.219999885
Otu1954,1.669982072
Otu1955,4.3801079
Otu1956,3.976836671
Otu1957,2
Otu1958,1
Otu1959,2.219999885
Otu1960,1.3500135
Otu1961,2
Otu1962,3
Otu1963,5.258545136
Otu1964,2.219999885
Otu1965,2.159988083
Otu1966,2.219999885
Otu1967,1.480011144
Otu1968,4.009964153
Otu1969,2.229999079
Otu1970,2.249913465
Otu1971,2.219999885
Otu1972,1.480011144
Otu1973,2
Otu1974,2.670012224
Otu1975,1.480002753
Otu1976,1.47996357
Otu1977,2.219999885
Otu1978,1.480011144
Otu1979,2.670012224
Otu1980,2.849958089
Otu1981,3.516998828
Otu1982,2.219999885
Otu1984,1.47996357
Otu1985,1.809997482
Otu1986,1.669982072
Otu1987,1.479837218
Otu1988,2.159988083
Otu1989,2.219999885
Otu1990,1
Otu1991,2.219999885
Otu1992,4
Otu1993,2.219999885
Otu1994,2.5
Otu1995,3.349953256
Otu1996,1
Otu1997,2.99940012
Otu1998,2.219999885
Otu1999,2.959997262
Otu2000,1
Otu2002,2.670012224
Otu2003,2.219999885
Otu2004,4.3801079
Otu2005,2.670012224
Otu2006,1.809997482
Otu2007,2.219999885
Otu2008,2.670012224
Otu2009,2.670012224
Otu2010,2.219999885
Otu2011,2.920002014
Otu2012,1.989933279
Otu2013,1.670046523
Otu2014,2.219999885
Otu2015,2.670012224
Otu2016,1.480011144
Otu2017,3.976836671
Otu2018,2.219999885
Otu2019,1.479999452
Otu2020,3.976836671
Otu2021,1.669913721
Otu2022,2.959997262
Otu2023,2
Otu2025,2.219999885
Otu2026,5.938784833
Otu2027,2.670012224
Otu2028,2.99982354
Otu2029,2
Otu2031,3.738317757
Otu2032,1
Otu2033,2
Otu2034,5.050505051
Otu2035,2.5
Otu2036,1
Otu2037,1.479999452
Otu2038,2.219999885
Otu2039,1
Otu2040,1
Otu2041,2.920002014
Otu2042,1
Otu2043,2.159988083
Otu2044,1
Otu2045,3.976836671
Otu2046,1
Otu2047,2.5
Otu2048,2.670012224
Otu2049,3.738317757
Otu2050,2.249913465
Otu2051,2.849958089
Otu2052,1
Otu2053,2
Otu2054,3.516998828
Otu2055,2.280010842
Otu2056,1
Otu2057,2.109704641
Otu2058,2.219999885
Otu2059,2
Otu2060,2
Otu2061,1.480011144
Otu2062,1
Otu2063,2.5
Otu2064,2.280010842
Otu2065,2.670012224
Otu2066,2.219999885
Otu2067,2.219999885
Otu2068,1.669982072
Otu2069,4
Otu2070,2.219999885
Otu2071,2.219999885
Otu2072,2.219999885
Otu2073,1.670046523
Otu2074,2.849958089
Otu2075,2
Otu2076,2
Otu2078,2
Otu2079,2.219999885
Otu2080,2.5
Otu2081,2.5
Otu2082,2.219999885
Otu2083,1
Otu2084,2.159988083
Otu2085,2.219999885
Otu2086,2.219999885
Otu2087,2
Otu2089,4
Otu2090,1.809997482
Otu2091,2.219999885
Otu2092,2.660164043
Otu2093,1.480002753
Otu2094,1
Otu2095,2.920002014
Otu2096,3.000428633
Otu2097,1.839926403
Otu2098,2.219999885
Otu2100,1.480011144
Otu2101,2.220051505
Otu2102,3.738317757
Otu2103,1
Otu2104,4.009964153
Otu2105,8
Otu2106,2.670012224
Otu2107,2.260037224
Otu2108,1
Otu2109,4.009964153
Otu2110,2.670012224
Otu2111,1.479986546
Otu2112,1.5
Otu2113,1.839926403
Otu2114,4
Otu2115,4.009964153
Otu2116,2.670012224
Otu2117,1
Otu2118,2
Otu2119,1.809997482
Otu2121,1.499250375
Otu2123,2
Otu2125,2.99940012
Otu2126,2.670012224
Otu2127,12.5
Otu2128,2
Otu2129,2.280010842
Otu2130,2.670012224
Otu2131,2.219999885
Otu2132,1.499250375
Otu2133,1.839926403
Otu2135,2.249913465
Otu2136,1.659904094
Otu2137,1.839989096
Otu2138,2.28050171
Otu2139,2
Otu2140,2
Otu2141,2
Otu2142,2.5
Otu2143,2.670012224
Otu2144,1.809997482
Otu2145,1
Otu2146,2
Otu2147,2.060035315
Otu2148,3.349953256
Otu2149,2
Otu2150,2.219999885
Otu2151,2.669952762
Otu2152,1.669913721
Otu2153,2
Otu2154,2
Otu2155,2.280010842
Otu2156,1
Otu2157,1.480019734
Otu2158,2
Otu2159,3.738317757
Otu2160,10.6284658
Otu2161,1.479983227
Otu2162,1.809997482
Otu2163,2.959997262
Otu2165,2.229999079
Otu2166,2.670012224
Otu2167,2.670012224
Otu2168,2.670226969
Otu2169,4
Otu2170,5
Otu2171,2.280010842
Otu2173,2.219999885
Otu2174,4
Otu2176,5.258545136
Otu2177,2.220051505
Otu2178,2.669952762
Otu2179,2.219999885
Otu2180,2.219999885
Otu2181,2.670012224
Otu2182,2.69010043
Otu2183,2.976190476
Otu2184,2.670012224
Otu2185,2.212389381
Otu2186,2.219999885
Otu2187,1
Otu2188,1.670046523
Otu2189,1.3500135
Otu2190,2.219999885
Otu2191,1
Otu2192,2.219999885
Otu2193,3.670473083
Otu2194,2.219999885
Otu2195,2
Otu2196,2.277904328
Otu2197,2.219999885
Otu2198,1.669982072
Otu2200,1.12
Otu2201,1
Otu2202,2.219999885
Otu2203,2.670226969
Otu2204,2.219999885
Otu2205,3.401360544
Otu2206,2.059732235
Otu2207,2.219999885
Otu2208,3.670473083
Otu2209,1.480011144
Otu2210,2
Otu2211,1
Otu2212,2.670012224
Otu2213,2.859933036
Otu2214,2.219999885
Otu2215,2.129925453
Otu2216,2.670012224
Otu2217,2.5
Otu2218,1
Otu2219,2
Otu2220,2.670012224
Otu2221,2.280010842
Otu2222,1.479289941
Otu2223,2.670012224
Otu2224,2.859933036
Otu2225,2
Otu2226,4
Otu2228,1
Otu2229,2.219999885
Otu2230,1
Otu2231,2.219999885
Otu2232,1.839926403
Otu2233,1.479983227
Otu2234,2.219999885
Otu2235,2.329916123
Otu2236,2.219999885
Otu2237,2.670012224
Otu2238,3.720930233
Otu2239,2.219999885
Otu2240,1
Otu2241,3
Otu2242,2.219999885
Otu2243,1.500025863
Otu2244,1.480011144
Otu2245,2.770083102
Otu2246,1.480019734
Otu2247,1
Otu2248,1.500025863
Otu2249,2
Otu2250,2.959997262
Otu2251,8
Otu2252,2
Otu2253,2.219999885
Otu2254,4
Otu2255,3
Otu2256,1.5
Otu2257,1.25
Otu2258,2.5
Otu2259,2.219999885
Otu2260,2.7100271
Otu2261,2.219999885
Otu2262,2.219999885
Otu2263,2.219999885
Otu2264,1.479999452
Otu2265,1.4799741
Otu2266,2.280010842
Otu2267,2
Otu2268,2.859933036
Otu2269,2.801120448
Otu2270,2.159988083
Otu2271,1
Otu2272,2
Otu2273,2.5
Otu2274,2.670012224
Otu2275,2.219999885
Otu2278,2.670012224
Otu2279,2.280010842
Otu2280,2.229999079
Otu2281,2
Otu2282,2.279635258
Otu2283,2.219999885
Otu2285,2
Otu2286,3.349953256
Otu2287,2.219999885
Otu2288,1
Otu2289,2.670012224
Otu2290,2.219999885
Otu2291,4.009964153
Otu2292,2.219999885
Otu2293,2
Otu2294,8
Otu2295,2
Otu2296,3.349953256
Otu2297,1.5
Otu2298,2.229999079
Otu2300,2.5
Otu2301,2.976190476
Otu2302,1
Otu2303,1
Otu2304,1.669982072
Otu2305,2.219999885
Otu2306,2.219999885
Otu2308,1.809997482
Otu2309,1.47996357
Otu2310,1.12
Otu2311,2.849958089
Otu2312,5.258545136
Otu2313,2.670023267
Otu2314,2
Otu2315,1.839926403
Otu2316,2.670012224
Otu2317,2.669952762
Otu2319,2.010050251
Otu2320,1.479946722
Otu2321,1
Otu2322,2
Otu2323,1.809997482
Otu2324,1.179941003
Otu2325,1
Otu2326,1
Otu2327,1.2300123
Otu2328,2.959997262
Otu2329,10.6284658
Otu2330,2
Otu2331,2.670012224
Otu2332,2.670226969
Otu2333,2.219999885
Otu2334,2.219999885
Otu2335,1.669982072
Otu2336,1.670046523
Otu2337,2.219999885
Otu2338,2.219999885
Otu2339,2.670012224
Otu2341,2.5
Otu2342,2.219999885
Otu2343,4
Otu2345,2
Otu2346,1.909988432
Otu2347,1
Otu2348,2.219999885
Otu2349,1.480011144
Otu2350,2.219999885
Otu2353,1.479999452
Otu2355,1
Otu2356,2.670012224
Otu2357,1.479986546
Otu2358,4.3801079
Otu2359,2.5
Otu2360,4.009964153
Otu2361,2.219999885
Otu2362,4.3801079
Otu2363,1.500025863
Otu2364,1.479983227
Otu2365,2.670023267
Otu2366,2.280010842
Otu2367,2.219999885
Otu2368,2.060035315
Otu2369,2.219999885
Otu2370,2.219999885
Otu2371,2.229999079
Otu2372,2.670012224
Otu2373,1.480019734
Otu2374,2.159988083
Otu2375,2
Otu2376,2
Otu2377,1.480002753
Otu2378,2.399880006
Otu2379,5.217391304
Otu2380,3.976836671
Otu2381,1
Otu2382,1.500025863
Otu2383,1.479999452
Otu2384,3.976836671
Otu2385,2.669952762
Otu2386,2.670012224
Otu2387,2.219999885
Otu2388,1.670046523
Otu2389,1.5
Otu2390,2.670012224
Otu2391,4
Otu2392,1.479999452
Otu2393,1.480011144
Otu2395,2.5
Otu2396,1
Otu2397,1.579986833
Otu2398,2.670012224
Otu2399,1.479999452
Otu2400,1.809997482
Otu2401,2.5
Otu2402,1
Otu2403,1.669913721
Otu2404,1.909988432
Otu2405,1
Otu2406,2.670012224
Otu2407,1
Otu2408,1
Otu2409,2.219999885
Otu2410,1.480002753
Otu2411,2.159988083
Otu2412,2.219999885
Otu2415,4.3801079
Otu2416,2.669952762
Otu2417,2.280010842
Otu2418,2.280010842
Otu2419,5.258545136
Otu2420,2.219999885
Otu2421,2.670012224
Otu2422,3
Otu2423,2
Otu2424,2.801120448
Otu2426,2.801120448
Otu2427,2.670023267
Otu2428,2.670012224
Otu2429,2.219999885
Otu2430,1
Otu2431,1.670046523
Otu2432,2.5
Otu2433,2.99850075
Otu2434,1.670046523
Otu2435,2.219999885
Otu2436,3.000428633
Otu2437,1.480111008
Otu2438,1.3500135
Otu2439,2
Otu2440,2.669952762
Otu2441,2.219999885
Otu2442,4.009964153
Otu2443,2.229999079
Otu2444,1.5
Otu2445,1.479999452
Otu2446,1.500025863
Otu2447,2
Otu2448,2.219999885
Otu2449,2.219999885
Otu2450,2.399880006
Otu2451,1.47996357
Otu2452,2.680009202
Otu2453,1.499250375
Otu2454,3
Otu2455,2.219999885
Otu2456,5
Otu2457,2.670023267
Otu2458,1
Otu2459,5.258545136
Otu2460,1
Otu2461,2.219999885
Otu2462,2.680009202
Otu2463,2.5
Otu2464,2
Otu2465,2
Otu2466,1
Otu2467,3.738317757
Otu2468,1
Otu2469,3
Otu2470,1.480011144
Otu2471,1.809997482
Otu2472,2
Otu2473,1
Otu2474,2.219999885
Otu2475,2.680009202
Otu2476,1
Otu2478,2
Otu2480,2.229999079
Otu2481,10.1010101
Otu2482,2
Otu2483,1.47996357
Otu2484,1
Otu2485,1.839926403
Otu2486,1
Otu2487,2
Otu2488,1
Otu2489,1.479998259
Otu2490,2.219999885
Otu2492,2.790178571
Otu2493,1.5
Otu2494,2.219999885
Otu2495,2.669952762
Otu2496,1.479999452
Otu2497,4.3801079
Otu2498,2
Otu2499,3.003003003
Otu2500,2.670012224
Otu2501,2.680009202
Otu2502,2.959997262
Otu2503,3.649635036
Otu2504,2.219999885
Otu2505,4.929577465
Otu2506,2.219999885
Otu2507,1.669982072
Otu2508,2
Otu2509,2.670012224
Otu2510,2
Otu2511,3.976836671
Otu2512,2.670012224
Otu2513,9.389671362
Otu2514,2.69010043
Otu2515,1.4799741
Otu2516,1
Otu2517,2.99982354
Otu2518,2.669952762
Otu2519,2.849958089
Otu2520,1
Otu2521,2.670012224
Otu2522,2.680009202
Otu2523,2.219999885
Otu2524,2.959997262
Otu2525,2.959997262
Otu2527,1.670046523
Otu2528,2.219999885
Otu2529,2.280010842
Otu2530,2.219999885
Otu2531,2.219999885
Otu2532,1.480002753
Otu2533,2.219999885
Otu2534,1
Otu2535,2.010050251
Otu2536,1.670046523
Otu2537,2.980181791
Otu2538,3.831417625
Otu2539,2.159988083
Otu2540,1.670046523
Otu2541,2.99850075
Otu2542,2
Otu2543,1.809997482
Otu2544,1
Otu2545,2.670012224
Otu2546,2.670012224
Otu2547,3.597122302
Otu2548,2.219999885
Otu2549,2.219999885
Otu2550,2
Otu2551,2.670012224
Otu2552,1
Otu2553,4.009964153
Otu2554,2.219999885
Otu2555,1.480002753
Otu2556,1.809997482
Otu2558,4.009964153
Otu2559,1
Otu2560,1
Otu2561,1
Otu2562,1
Otu2563,3.976836671
Otu2564,1.670046523
Otu2565,2.920002014
Otu2566,3.738317757
Otu2567,2.670012224
Otu2568,2.670012224
Otu2569,1
Otu2570,2.5
Otu2571,1.499250375
Otu2572,1.500025863
Otu2573,2.280010842
Otu2574,1
Otu2575,2.280010842
Otu2576,2.849958089
Otu2578,2.670012224
Otu2579,1.480019734
Otu2580,2.670012224
Otu2581,2
Otu2582,2.219999885
Otu2583,2
Otu2584,2.5
Otu2585,1.75
Otu2586,2.280010842
Otu2587,1
Otu2589,1.839989096
Otu2590,4.009964153
Otu2591,2
Otu2592,2.920002014
Otu2593,4.009964153
Otu2594,1
Otu2595,1.670046523
Otu2596,2.920002014
Otu2597,5
Otu2599,2.28050171
Otu2600,2.920002014
Otu2601,1.989933279
Otu2602,1.500025863
Otu2603,1
Otu2604,2.219999885
Otu2605,3.976836671
Otu2607,2.010050251
Otu2608,2
Otu2609,1
Otu2610,2.219999885
Otu2611,1.670046523
Otu2612,4
Otu2613,3.976836671
Otu2614,2.669952762
Otu2615,1
Otu2616,2
Otu2617,1.480002753
Otu2618,1
Otu2619,2.670012224
Otu2620,2.219999885
Otu2621,2.99850075
Otu2622,1.3500135
Otu2623,4.3801079
Otu2624,2.219999885
Otu2625,2.219999885
Otu2626,2.670012224
Otu2627,1
Otu2628,4
Otu2629,1
Otu2630,2.219999885
Otu2631,2
Otu2632,2.680009202
Otu2633,2.219999885
Otu2634,1
Otu2635,2.69010043
Otu2636,2.219999885
Otu2637,2.219999885
Otu2638,2.229999079
Otu2639,1
Otu2640,1
Otu2641,1.480011144
Otu2642,2.159988083
Otu2643,2.280010842
Otu2644,2.219999885
Otu2645,2.670012224
Otu2646,2.219999885
Otu2647,2.219999885
Otu2648,1.4799741
Otu2649,10.75268817
Otu2650,2.219999885
Otu2651,2
Otu2652,1.479998259
Otu2653,2.670023267
Otu2654,2.219999885
Otu2655,2
Otu2656,1.12
Otu2657,2.280010842
Otu2658,2.5
Otu2659,2.219999885
Otu2660,2.670012224
Otu2661,2
Otu2662,2.220051505
Otu2664,2.219999885
Otu2665,1.480019734
Otu2666,4.009964153
Otu2667,2.229999079
Otu2668,2.5
Otu2669,3.846153846
Otu2671,1.669913721
Otu2672,2.670012224
Otu2673,3.000428633
Otu2674,2.849958089
Otu2675,1.12
Otu2676,4
Otu2677,2.219999885
Otu2678,2
Otu2679,5.938784833
Otu2680,1
Otu2681,3.000428633
Otu2683,2
Otu2684,2.5
Otu2685,2.69010043
Otu2686,2.220051505
Otu2687,5.258545136
Otu2688,2.219999885
Otu2689,1.479983227
Otu2690,2.219999885
Otu2691,3.976836671
Otu2692,2.260037224
Otu2693,2.219999885
Otu2694,1.2300123
Otu2696,4.901960784
Otu2697,2.060035315
Otu2698,5.258545136
Otu2699,1.740644038
Otu2700,1.4799741
Otu2701,2.219999885
Otu2702,4.009964153
Otu2704,1.669982072
Otu2705,1
Otu2706,1.4799741
Otu2708,1.5
Otu2709,2.219999885
Otu2710,1.25
Otu2711,1.480011144
Otu2712,4
Otu2713,1.109877913
Otu2714,2.159988083
Otu2715,2.219999885
Otu2716,2.219999885
Otu2717,1
Otu2718,1.479983227
Otu2719,1.25
Otu2720,1.670046523
Otu2721,5.258545136
Otu2723,2.5
Otu2724,2.680009202
Otu2725,2.219999885
Otu2726,1.12
Otu2727,4
Otu2728,2.219999885
Otu2729,2
Otu2730,1.12
Otu2731,1
Otu2732,2
Otu2733,2.219999885
Otu2734,2.859933036
Otu2735,1.479999452
Otu2736,2.219999885
Otu2737,2.219999885
Otu2738,2
Otu2739,2.849958089
Otu2740,2.849958089
Otu2741,1.479837218
Otu2742,2.219755827
Otu2743,3.650167908
Otu2745,2.680009202
Otu2746,2.050230651
Otu2747,2.849958089
Otu2748,2.99850075
Otu2749,2.849958089
Otu2750,2
Otu2751,1.400015556
Otu2752,1.670046523
Otu2753,2
Otu2754,2
Otu2755,6.006006006
Otu2757,2.670012224
Otu2758,2
Otu2759,2.670023267
Otu2760,1.479998259
Otu2761,2.229999079
Otu2762,1.809997482
Otu2763,1.809997482
Otu2764,2.219999885
Otu2765,3.249856624
Otu2766,2.57997936
Otu2767,1.670046523
Otu2768,3.448275862
Otu2769,1.670046523
Otu2770,2.219999885
Otu2771,1
Otu2772,2.219999885
Otu2773,1
Otu2774,2
Otu2775,2
Otu2776,1
Otu2777,2.219999885
Otu2780,2.219999885
Otu2781,2.229999079
Otu2782,2.670023267
Otu2783,2.669952762
Otu2784,3.650167908
Otu2785,2.5
Otu2787,2.219999885
Otu2788,4
Otu2789,1
Otu2790,2.099370189
Otu2791,2.219999885
Otu2792,2.399880006
Otu2793,2.219999885
Otu2794,2
Otu2795,4.009964153
Otu2796,2.920002014
Otu2797,1.480011144
Otu2799,2
Otu2801,1
Otu2802,3.516998828
Otu2803,2.5
Otu2804,2.229999079
Otu2805,1.3500135
Otu2806,2.670012224
Otu2807,1.839989096
Otu2808,2.5
Otu2809,2
Otu2810,2.219999885
Otu2811,1.480011144
Otu2812,2.770083102
Otu2813,2.670012224
Otu2815,3
Otu2816,3.90625
Otu2817,2.680009202
Otu2818,2.959997262
Otu2819,1
Otu2820,3.109980209
Otu2821,2.5
Otu2822,2.219999885
Otu2823,2.670012224
Otu2824,3.717472119
Otu2825,1.669982072
Otu2826,2.670012224
